순번,관할시군,운행업체명,노선번호,노선ID,기점,기점정류장ID,종점,종점정류장ID,저상버스운행유무,데이터기준일자
7133,성남시,성남-진아교통,117,241219003,더샵판교퍼스트파크,206000719,KT(마을),206000905,N,20230221
7134,성남시,성남-진아교통,115,241219004,롯데백화점,206000840,주택단지상가앞,206000828,N,20230221
7135,성남시,성남-진아교통,107,241219006,더샵판교퍼스트파크,206000719,판교역동편,206000637,N,20230221
7136,성남시,성남-진아교통,111,241219007,정자역,206000189,서울대병원,206000261,N,20230221
7137,성남시,성남-진아교통,109-1,241219008,정자역(마을),206000908,태재고개,234000451,N,20230221
7138,성남시,성남-진아교통,105,241219009,정자역,206000198,현대중공업R&D센터,206000059,N,20230221
7139,성남시,성남-광성운수,44988,241220001,삼정아파트,204000217,파라다이스아파트앞,234000260,N,20230221
7140,성남시,성남-신도양,45139,241221001,목련마을SK아파트(마을),206000073,매화마을주공4단지,206000676,N,20230221
7141,성남시,성남-신도양,8,241221002,목련마을SK아파트(마을),206000073,장애인복지센터,205000143,N,20230221
7142,성남시,성남-신도양,77,241221003,봉국사,204000250,가천대역(마을),204000259,N,20230221
7143,성남시,성남-신도양,75,241221004,야탑역.종합버스터미널(전면),206000157,산운마을12단지,206000651,N,20230221
7144,성남시,성남-신도양,78,241221007,가천대역(마을),204000259,성남시의료원정문,204000149,N,20230221
7145,성남시,성남-대일교통,7,241222003,보바스기념병원,206000849,서울대병원,206000261,N,20230221
7146,성남시,성남-대일교통,45108,241222004,미금역3번출구(마을),206000852,서울대병원,206000261,N,20230221
7147,성남시,성남-대일교통,32,241222005,미금역.청솔마을.2001아울렛,206000095,분당구청.서현역,206000601,N,20230221
7148,성남시,성남-대일교통,37,241222008,미금역.청솔마을.2001아울렛,206000095,판교대장초·중학교,206000656,N,20230221
7149,성남시,성남-성남교통,602,241223003,분당동행정복지센터,206000049,사송동.수자원공사(마을),204000277,N,20230221
7150,성남시,성남-성남교통,602-1A,241223004,율동공원,206000287,실리콘파크.삼성중공업,206000904,N,20230221
6957,안산시,경원여객,6,216000077,화정동.종점,217000687,중앙역1번출구,217000140,N,20230221
6958,안산시,경원여객,2,216000078,경원여객,217000188,안산역(도로변),217000626,N,20230221
6959,안산시,태화상운,737,216000079,전곡항,233001912,방아머리,217000536,N,20230221
6960,안산시,써클라인,80A,216000081,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20230221
6961,안산시,써클라인,80B,216000082,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20230221
6962,안산시,경원여객,8,216000083,안골마을,216000247,삼천리마을앞,216000322,N,20230221
6963,안산시,경원여객,90,216000084,삼천리마을앞,216000321,상록수역3번출구건너편,216000138,N,20230221
6964,안산시,경원여객,16,216000085,상록수역3번출구건너편,216000138,새솔고,233003145,N,20230221
6965,안산시,써클라인,70A,216000086,선부역1번출구.근로복지관,217000735,선부역1번출구.근로복지관,217000735,N,20230221
6966,안산시,써클라인,70B,216000087,선부역3번출구,217000734,선부역3번출구,217000734,N,20230221
6967,안산시,경원여객,45170,216000088,선부동차고지,217000066,중앙역1번출구,217000140,N,20230221
6968,안산시,경원여객,51,216000090,부곡동산림욕장,216000327,부곡제2종합시장,216000043,N,20230221
6969,안산시,태화상운,123-1,216000091,세영리첼,233001910,탄도,217000576,N,20230221
6970,안산시,써클라인,60A,216000092,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20230221
6971,안산시,써클라인,60B,216000093,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20230221
6972,안산시,경원여객,511A,216000094,경원여객,217000188,달미역,217000794,N,20230221
6973,안산시,경원여객,511B,216000095,경원여객,217000188,달미역,217000794,N,20230221
6974,안산시,경원여객,3100N,216000096,신안산대학교,217000283,강남역우리은행,121000974,N,20230221
6975,안산시,써클라인,N60A,216000097,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20230221
6976,안산시,써클라인,N60B,216000098,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20230221
6977,안산시,써클라인,N70A,216000099,선부역1번출구.근로복지관,217000735,선부역1번출구.근로복지관,217000735,N,20230221
6978,안산시,써클라인,N70B,216000100,선부역3번출구,217000734,선부역3번출구,217000734,N,20230221
6979,안산시,써클라인,N80A,216000101,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20230221
6980,안산시,써클라인,N80B,216000102,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20230221
6981,안산시,경원여객,101,217000002,경원여객,217000188,사리운동장,216000319,Y,20230221
6982,안산시,경원여객,52,217000003,경원여객,217000188,본오아파트앞,216000031,Y,20230221
6983,안산시,경원여객,77,217000004,선부동차고지,217000066,부곡중학교,216000044,Y,20230221
6984,안산시,경원여객,511,217000005,경원여객,217000188,달미역,217000794,N,20230221
6985,안산시,경원여객,61,217000006,화진금속공업,217000367,부천터미널소풍,210000160,N,20230221
6986,안산시,경원여객,99,217000007,오이도차고지,224000738,삼천리마을앞,216000322,N,20230221
6987,안산시,경원여객,350,217000012,경원여객안양차고지,209000120,함상전망대,224000244,N,20230221
6988,안산시,경원여객,320,217000013,경원여객,217000188,여의도환승센터(1번승강장),118000513,N,20230221
6989,안산시,경원여객,110,217000014,선부동차고지,217000066,수원역.노보텔수원,202000208,N,20230221
6990,안산시,경원여객,30,224000012,오이도차고지,224000738,광덕중학교,216000041,N,20230221
6991,안산시,경원여객,10990,224000014,오이도차고지,224000738,목감중심상업지구,224000050,Y,20230221
6992,안산시,경원여객,98,224000015,오이도차고지,224000738,수변공원휴게소,216000651,N,20230221
6993,안산시,경원여객,76,224000016,본오교회앞,216000096,동보아파트후문.군자교회,224000924,N,20230221
6994,안성시,백성운수,370,231000005,일죽터미널,231001191,평택시외버스터미널(시내),214000839,N,20230221
6995,안성시,백성운수,70,231000006,안성종합버스터미널,231001273,평택시외버스터미널(시내),214000839,Y,20230221
6996,안성시,백성운수,1,231000007,안성종합버스터미널,231001273,810관원형관앞,231000257,N,20230221
6997,안성시,백성운수,44929,231000011,안성종합버스터미널,231001273,안성종합버스터미널,231001274,N,20230221
6998,안성시,백성운수,2,231000012,인삼농협앞,231000311,연내동,231000608,N,20230221
6999,안성시,백성운수,44958,231000013,인삼농협앞,231000311,조령,231000609,N,20230221
7000,안성시,백성운수,44959,231000014,태영아파트,231000017,홍익아파트117동,231000622,N,20230221
7001,안성시,백성운수,44960,231000015,태영아파트,231000017,홍익아파트117동,231000622,N,20230221
7002,안성시,백성운수,45108,231000016,안성종합버스터미널,231001273,서해그랑블아파트.롯데마트,231000637,N,20230221
7003,안성시,백성운수,44927,231000018,하나로마트,231000304,방축리,231000743,N,20230221
7004,안성시,백성운수,44928,231000019,봉산로터리,231001359,신령리.수산나네집,231001319,N,20230221
7005,안성시,백성운수,44930,231000020,하나로마트,231000304,구)공도정류장,231000239,N,20230221
7006,안성시,백성운수,44932,231000021,하나로마트,231000304,양성터미널,231000076,N,20230221
7007,안성시,백성운수,44935,231000023,하나로마트,231000304,양성터미널,231000076,N,20230221
7008,안성시,백성운수,44934,231000024,안성두원공업고등학교,231000675,주정동,231001149,N,20230221
7009,안성시,백성운수,7,231000025,안성종합버스터미널,231001273,원곡제일오투그란데아파트,231000720,N,20230221
7010,안성시,백성운수,45109,231000026,안성종합버스터미널,231001273,양성터미널,231000076,N,20230221
7011,안성시,백성운수,45111,231000027,하나로마트,231000304,산하리,231001134,N,20230221
7012,안성시,백성운수,45110,231000028,안성종합버스터미널,231001273,신용정,231000712,N,20230221
7013,안성시,백성운수,44941,231000029,인삼농협앞,231000311,하남,231000334,N,20230221
7014,안성시,백성운수,44972,231000030,인삼농협앞,231000311,상가,231000448,N,20230221
7015,안성시,백성운수,45000,231000031,인삼농협앞,231000311,동양리,231000737,N,20230221
7016,안성시,백성운수,15,231000032,인삼농협앞,231000311,원삼,228001597,N,20230221
7017,안성시,백성운수,60,231000033,안성종합버스터미널,231001273,미리내전통테마마을.실버타운,231001056,N,20230221
7018,안성시,백성운수,21976,231000034,안성종합버스터미널,231001273,미리내성지종점,231000375,N,20230221
7019,안성시,백성운수,21916,231000035,하나로마트,231000304,무어산,231001295,N,20230221
7020,안성시,백성운수,20,231000037,안성종합버스터미널,231001273,청용사,231000776,N,20230221
7021,안성시,백성운수,45005,231000040,인지사거리,231000576,독정리,231001197,N,20230221
7022,안성시,백성운수,44977,231000041,인지사거리,231000576,서운면사무소,231000770,N,20230221
7023,안성시,백성운수,45097,231000042,인지사거리,231000576,서운면사무소,231000771,N,20230221
7024,안성시,백성운수,100,231000045,인삼농협앞,231000311,상중리상촌,231000792,N,20230221
7025,안성시,백성운수,100-1,231000046,인삼농협앞,231000311,발화동,231000793,N,20230221
7026,안성시,백성운수,100-2,231000047,인삼농협앞,231000311,논실마을,231001352,N,20230221
7027,안성시,백성운수,18295,231000049,안성종합버스터미널,231001273,사동,231000810,N,20230221
7028,안성시,백성운수,18323,231000050,안성종합버스터미널,231001273,대성가스,231000353,N,20230221
7029,안성시,백성운수,18264,231000051,안성종합버스터미널,231001273,쌍지리,231000363,N,20230221
7030,안성시,백성운수,18384,231000053,대천공판장,231000262,양성터미널,231000076,N,20230221
7031,안성시,백성운수,18415,231000054,대천공판장,231000262,대천공판장,231000261,N,20230221
7032,안성시,백성운수,18445,231000056,안성종합버스터미널,231001273,미리내성지종점,231000375,N,20230221
7033,안성시,백성운수,17,231000058,죽산시외버스터미널,231000840,광혜원,500000040,N,20230221
7034,안성시,백성운수,35,231000059,(구)안성터미널,231000302,백암터미널,228001584,N,20230221
7035,안성시,백성운수,44987,231000061,죽산시외버스터미널,231000840,산직.칠장사,231000425,N,20230221
7036,안성시,백성운수,44986,231000062,죽산시외버스터미널,231000840,하장경로당,231001062,N,20230221
7037,안성시,백성운수,44988,231000064,죽산시외버스터미널,231000840,덕산낚시터,231000866,N,20230221
7038,안성시,백성운수,44989,231000065,죽산시외버스터미널,231000840,죽산터미널,231000841,N,20230221
7039,안성시,백성운수,44990,231000067,죽산시외버스터미널,231000840,일죽터미널,231000393,N,20230221
7040,안성시,백성운수,44992,231000068,일죽터미널,231001191,산북리마을회관,231000934,N,20230221
7041,안성시,백성운수,44993,231000069,일죽터미널,231001191,대죽4리입구,230001300,N,20230221
7042,안성시,백성운수,44994,231000070,일죽터미널,231001191,율동경로당,231001300,N,20230221
7043,안성시,백성운수,44996,231000071,일죽터미널,231001191,죽림리.종배,231001118,N,20230221
7044,안성시,백성운수,3,231000072,일죽터미널,231001191,삼성터미널,281000010,N,20230221
7045,안성시,백성운수,44962,231000073,인삼농협앞,231000311,연내동,231000608,N,20230221
7046,안성시,백성운수,44963,231000074,인삼농협앞,231000311,연내동,231000608,N,20230221
7047,안성시,백성운수,44965,231000075,인삼농협앞,231000311,조령,231000609,N,20230221
7048,안성시,백성운수,45201,231000078,안성종합버스터미널,231001273,신계리,231000135,Y,20230221
7049,안성시,백성운수,45205,231000081,인지사거리,231000576,미양면사무소,231000177,N,20230221
7050,안성시,백성운수,45203,231000082,인지사거리,231000576,농협안성농식품물류센터,231001380,N,20230221
7051,안성시,백성운수,5,231000085,안성종합버스터미널,231001273,독정리,231001001,N,20230221
7052,안성시,백성운수,45048,231000086,안성종합버스터미널,231001273,독정리입구,231001003,N,20230221
7053,안성시,백성운수,45047,231000088,인지사거리,231000576,인지사거리,231000310,N,20230221
7054,안성시,백성운수,13881,231000090,인삼농협앞,231000311,기동마을.텃골,231001024,N,20230221
7055,안성시,백성운수,37,231000094,(구)안성터미널,231000302,여주터미널,237000980,Y,20230221
7056,안성시,백성운수,18476,231000099,대천공판장,231000262,미리내성지종점,231000375,N,20230221
7057,안성시,백성운수,45112,231000100,공도시외버스정류장,231001012,양성터미널,231000076,N,20230221
6816,남양주시,대원운수,100,234000873,진벌리차고지(경유),277102442,강변역(B),104000280,N,20230221
6817,남양주시,경기고속,M2323,234001476,호평동차고지,222000824,잠실광역환승센터,123000611,N,20230221
6818,남양주시,대원운수,1000-1,234001511,호평동차고지,222000824,잠실광역환승센터,123000611,N,20230221
6819,남양주시,경기버스,11,236000050,소학1리,236000596,강변역(A),104000183,N,20230221
6820,남양주시,남양주-덕소교통,땡큐99,241344001,한강우성.해태아파트,222001740,금곡동구종점.금곡초교,222000141,N,20230221
6821,남양주시,남양주-덕소교통,36161,241344002,동부센트레빌.덕소아이파크,222001004,자운동,222001876,N,20230221
6822,남양주시,남양주-덕소교통,36192,241344003,동부센트레빌.덕소아이파크,222001004,예봉산등산로입구.어룡,222001867,N,20230221
6823,남양주시,남양주-덕소교통,99-1A,241344004,동부센트레빌.덕소아이파크,222001004,안골,222001883,N,20230221
6824,수원시,용남고속,8800예약,200000297,구법원사거리,203000068,서울역버스환승센터(6번승강장)(중),101000006,N,20230221
6825,수원시,경진여객,P9100(출근),200000307,호매실엔루체,201000458,판교제2테크노밸리,204000064,N,20230221
6826,수원시,경진여객,P9100(퇴근),200000308,판교제2테크노밸리,204000060,호매실엔루체,201000440,N,20230221
6827,수원시,성우운수,4000,200000314,수원남부공영차고지(경유),274114361,사송동종점,204000142,N,20230221
6828,수원시,수원여객,7-1A,200000315,동탄2차고지,233002292,조원뉴타운,200000047,N,20230221
6829,수원시,용남버스,M5532,223000127,갈곶리삼거리(경유),277102407,사당역4번출구,120000059,N,20230221
6830,수원시,용남고속,777,233000007,수원역.AK플라자,202000106,사당역(중),121001315,Y,20230221
6831,수원시,용남고속,34,233000011,수원시동부차고지,203000360,장안대학,233000833,N,20230221
6832,수원시,용남고속,12420,233000012,수원시동부차고지,203000360,장안대학,233000833,N,20230221
6833,수원시,경진여객,7770,233000031,수원역,202000088,사당역(중),121001315,N,20230221
6834,수원시,경진여객,7780,233000032,능실마을21단지.수원여대입구,201000448,사당역(중),121001315,N,20230221
6835,수원시,수원여객,30,233000083,이목동차고지.이목동입구,200000165,수원대학교,233000576,Y,20230221
6836,수원시,수원여객,42,233000087,이목동차고지.이목동입구,200000165,봉담읍행정복지센터,233000836,Y,20230221
6837,수원시,경진여객,9802,233000271,수원역.AK플라자,202000262,경진여객차고지,233000412,N,20230221
6838,수원시,경진여객,8472,233000272,수원역.AK플라자,202000262,안중터미널.안중보건지소,214001445,N,20230221
6839,수원시,경진여객,8471,233000273,수원역.AK플라자,202000262,안중터미널.안중보건지소,214001445,N,20230221
6840,수원시,한국스마트버스협동조합,P9110(출근),233000355,수원아이파크시티.선일초교,201000430,서울역버스환승센터(6번승강장)(중),101000006,N,20230221
6841,수원시,한국스마트버스협동조합,P9110(퇴근),233000356,서울역버스환승센터(6번승강장)(중),101000006,선일초등학교,201000199,N,20230221
6842,수원시,대원고속,1007-1,234000013,대광빌리지,203000049,잠실역.롯데월드,123000057,N,20230221
6843,수원시,대원고속,1112,234000016,경희대차고지,228000706,테크노마트앞.강변역(C),104000279,N,20230221
7153,성남시,성남-미금마을버스,2,241224001,서울대병원,206000261,현대중공업R&D센터,206000059,N,20230221
6844,수원시,경기고속,M5107,234001243,경희대차고지(경유),277103088,서울역버스환승센터(6번승강장)(중),101000006,N,20230221
6845,수원시,경기고속,M5121,234001317,삼성전자중앙문,203000023,서울역버스환승센터(6번승강장)(중),101000006,N,20230221
6846,수원시,수원-광교운수,1,241201001,우만3단지.우만초교,202000141,호반마을광교21단지,203000059,N,20230221
6847,수원시,수원-광교운수,2,241201002,호반마을광교21단지,203000059,경기대후문,203000036,N,20230221
6848,수원시,수원-광교운수,6,241201005,경기대후문,203000033,수원역푸르지오자이.쌍우물택시쉼터,202000260,N,20230221
6849,수원시,수원-광교운수,7,241201006,호반마을광교21단지,203000059,지동시장,202000140,N,20230221
6850,수원시,수원-율전마을버스,44958,241202001,동원고(마을),200000129,조원주공아파트,200000335,N,20230221
6851,수원시,수원-율전마을버스,44962,241202003,동원고(마을),200000129,STX칸아파트.현대힐스테이트204동앞,200000328,N,20230221
6852,수원시,수원-동방운수,21,241203001,계명고등학교,200000365,권선꿈에그린동문,201000129,N,20230221
6853,수원시,수원-서부여객,27,241204001,수원여대회차장,201000557,롯데마트,200000411,N,20230221
6854,수원시,수원-서부여객,25,241204002,쌍용아파트,201000537,성균관대역(마을),200000431,N,20230221
6855,수원시,수원-서부여객,44953,241204003,송촌아파트,200509100,화서역,202000090,N,20230221
6856,수원시,수원-서부여객,44984,241204004,권선꿈에그린남문.중앙요양원,201000361,수원역환승센터(10승강장),201000596,N,20230221
6857,수원시,수원-서부여객,44982,241204006,성균관대역(마을),200000431,서수원레이크푸르지오2단지,201000460,N,20230221
6858,수원시,수원-서부여객,45012,241204007,화서역,202000090,수원역(마을),202000182,N,20230221
6859,수원시,수원-서부여객,45073,241204008,송촌아파트,200509100,천천푸르지오,200000199,N,20230221
6860,수원시,수원-서부여객,45104,241204009,권선꿈에그린남문.중앙요양원,201000361,수원역환승센터(10승강장),201000596,N,20230221
6861,시흥시,시흥교통,12,210000027,삼미시장,224000545,한국공항공사,115000298,N,20230221
6862,시흥시,시흥교통,97,216000040,푸르지오6차후문,216000222,능곡어울림센터.능곡중,224000773,N,20230221
6863,시흥시,시흥교통,5602,216000047,이마트,224000567,구로디지털단지역(중),120000674,N,20230221
6864,시흥시,경원여객,6501,216000089,시흥능곡역2번출구,224000540,사당역3번출구,121000166,N,20230221
6865,시흥시,시흥교통,32,217000009,경원여객안양차고지,209000120,풍림2단지.소래포구입구,224000084,N,20230221
6866,시흥시,시흥교통,21,224000002,오이도차고지,224000738,태영아파트,216000665,N,20230221
6867,시흥시,시흥교통,23,224000003,월곶역,224000093,본오동차고지,216000157,Y,20230221
6868,시흥시,시흥교통,31,224000004,포동차고지,224000915,부천소방서.부천대학사거리,210000005,N,20230221
6869,시흥시,시흥교통,11567,224000005,포동차고지,224000915,부천소방서.부천대학사거리,210000005,N,20230221
6870,시흥시,시흥교통,25,224000007,오이도차고지,224000738,정왕역환승센터,224000837,N,20230221
6871,시흥시,시흥교통,63,224000010,오이도차고지,224000738,시흥대야역.영남아파트,224000374,Y,20230221
6872,시흥시,시흥교통,44946,224000011,정왕역환승센터,224000837,청소년수련관,216000189,N,20230221
6873,시흥시,시흥교통,3200,224000019,포동차고지,224000915,강남역.역삼세무서,122000184,N,20230221
6874,시흥시,시흥교통,26,224000020,시흥우체국.센트럴병원,224000832,신천역.문화의거리,224000299,N,20230221
6875,시흥시,시흥교통,28,224000021,정왕역환승센터,224000837,아쿠아펫랜드,224001135,N,20230221
6876,시흥시,시흥교통,29,224000022,정왕역환승센터,224000837,아쿠아펫랜드,224001135,N,20230221
6877,시흥시,시흥교통,44952,224000027,능곡공영차고지,224000856,이마트,224000567,N,20230221
6878,시흥시,시흥교통,45016,224000028,능곡공영차고지,224000856,부천대학교,210000012,N,20230221
6879,시흥시,시흥교통,530,224000029,능곡공영차고지,224000856,전경련회관,118000076,N,20230221
6880,시흥시,시흥교통,36,224000030,시흥시청후문.종합일자리센터,224000777,성원아파트,224000381,N,20230221
6881,시흥시,시흥교통,7,224000033,시흥푸르지오6차,224000015,정왕역환승센터,224000837,N,20230221
6882,시흥시,시흥교통,36192,224000034,배곧누리초.중흥S클래스,224000652,이마트,224000567,Y,20230221
6883,시흥시,시흥교통,36220,224000035,오이도역,224000163,아쿠아펫랜드,224001135,N,20230221
6884,시흥시,시흥교통,11-A,224000036,생명공원,224000950,기계유통단지,224001017,N,20230221
6885,시흥시,시흥교통,11-B,224000037,생명공원,224000950,시흥우체국.센트럴병원,224000832,N,20230221
6886,시흥시,시흥교통,11-C,224000038,오이도역,224000195,오이도차고지,224000743,N,20230221
6887,시흥시,시흥교통,5604,224000040,목감호수품애.중흥S클래스,224000876,석수역(중),208000037,N,20230221
6888,시흥시,시흥교통,37,224000045,포동차고지,224000915,목감지하차도입구,224000171,N,20230221
6889,시흥시,시흥교통,13516,224000046,포동차고지,224000915,물왕삼거리,224000734,N,20230221
6890,시흥시,시흥교통,3300,224000047,능곡공영차고지,224000856,서초역1번출구,121000060,N,20230221
6891,시흥시,시흥교통,3400,224000050,한국공학대학교.시흥터미널,224000861,강남역.역삼세무서,122000184,N,20230221
6892,시흥시,시흥교통,13,224000051,포동차고지,224000915,은행초등학교,224000382,N,20230221
6893,시흥시,시흥교통,5200,224000052,시흥우체국.센트럴병원,224000832,신도림역,116000016,N,20230221
6894,시흥시,시흥교통,16,224000053,LH2단지후문,224001127,인천대공원역,165000395,N,20230221
6895,시흥시,시흥교통,3500,224000054,오이도차고지,224000738,서울대입구역,120000228,N,20230221
6896,시흥시,시흥교통,3201,224000056,삼미시장,224000545,사당역3번출구,121000166,N,20230221
6897,시흥시,시흥교통,3301,224000057,능곡공영차고지,224000856,사당역(중),121001315,N,20230221
6898,시흥시,시흥교통,60,224000058,한라비발디1차,224000998,신세계프리미엄아울렛,224000996,N,20230221
6899,시흥시,시흥교통,70,224000059,배곧누리초.중흥S클래스,224000652,정왕역,224000023,N,20230221
6900,시흥시,시흥교통,27,224000060,삼미시장,224000545,천왕역4번출구,116900276,N,20230221
6901,시흥시,경원여객,6502,224000061,이마트,224000513,사당역3번출구,121000166,N,20230221
6902,시흥시,시흥교통,33,224000062,정왕역환승센터,224000837,아쿠아펫랜드,224001135,N,20230221
6903,시흥시,한국스마트버스협동조합,P9530(출근),233000362,시흥능곡역2번출구,224000540,목감지하차도입구,224000171,N,20230221
6904,시흥시,한국스마트버스협동조합,P9540(출근),233000363,이마트,224000513,판교제2테크노밸리,204000064,N,20230221
6905,시흥시,한국스마트버스협동조합,P9530(퇴근),233000364,판교제2테크노밸리,204000060,화랑공원동편,206000561,N,20230221
6906,시흥시,한국스마트버스협동조합,P9540(퇴근),233000365,판교제2테크노밸리,204000060,이마트,224000567,N,20230221
6907,시흥시,한국스마트버스협동조합,P9541(출근),233000366,이마트,224000513,사당역3번출구,121000166,N,20230221
6908,시흥시,한국스마트버스협동조합,P9541(퇴근),233000367,사당역14번출구,121001325,이마트,224000567,N,20230221
7243,양평군,금강고속,45023,240000056,양평터미널,240000076,성덕3리.큰골,240000735,N,20230221
7244,양평군,금강고속,45025,240000057,양평터미널,240000076,항금리.문화마을,240000421,N,20230221
7245,양평군,금강고속,45024,240000058,양평터미널,240000076,항금리.문화마을,240000421,N,20230221
7246,양평군,금강고속,45026,240000059,양평터미널,240000076,항금리.문화마을,240000421,N,20230221
7247,양평군,금강고속,45022,240000060,양평터미널,240000076,송학3리종점,240000756,N,20230221
7248,양평군,금강고속,45048,240000062,양평터미널,240000076,개군,240000671,N,20230221
7249,양평군,금강고속,45050,240000063,양평터미널,240000076,내리마을회관종점,240000791,N,20230221
7250,양평군,금강고속,44928,240000064,양평터미널,240000076,여주터미널,237000980,N,20230221
7251,양평군,금강고속,45051,240000067,양평터미널,240000076,곡수삼거리,240001299,N,20230221
7252,양평군,금강고속,44934,240000068,대신터미널,237000169,도롱리종점,237000023,N,20230221
7253,양평군,금강고속,44935,240000069,대신터미널,237000170,양촌리종점,237000006,N,20230221
7254,양평군,금강고속,44927,240000070,양평터미널,240000076,여주터미널,237000980,Y,20230221
7255,양평군,금강고속,44963,240000071,양평터미널,240000076,수곡2리.마을회관,240000809,N,20230221
7256,양평군,금강고속,45087,240000072,양평터미널,240000076,설악터미널,239000374,N,20230221
7257,양평군,금강고속,44929,240000073,양평터미널,240000076,여주터미널,237000980,N,20230221
7258,양평군,금강고속,1,240000075,양평터미널,240000076,여주터미널,237000980,Y,20230221
7259,양평군,금강고속,45047,240000077,양평터미널,240000076,대신터미널,237000170,N,20230221
7260,양평군,금강고속,45049,240000078,양평터미널,240000076,곡수삼거리,237001183,N,20230221
7261,양평군,금강고속,45171,240000080,문호리종점,240000035,서후2리종점,240000986,N,20230221
7262,양평군,금강고속,45140,240000081,양평터미널,240000076,양수역,240000277,N,20230221
7263,양평군,금강고속,45142,240000083,문호리종점,240000203,양수역,240000277,N,20230221
7264,양평군,금강고속,45143,240000085,문호리종점,240000035,양수역,240000277,N,20230221
7265,양평군,금강고속,45176,240000086,문호리종점,240000203,양평터미널,240000072,N,20230221
7266,양평군,금강고속,45115,240000087,용문터미널,240001309,용문산,240000628,N,20230221
7267,양평군,금강고속,22,240000089,용문터미널,240001309,양동역,240001061,N,20230221
7268,양평군,금강고속,45144,240000091,문호리종점,240000203,양수역,240000276,N,20230221
7269,양평군,금강고속,45145,240000092,문호리종점,240000203,석바탕,240000493,N,20230221
7270,양평군,금강고속,45177,240000093,양평터미널,240000076,문호리종점,240000203,N,20230221
7271,양평군,금강고속,45146,240000094,문호리종점,240000203,신안아파트후문,227000038,N,20230221
7272,양평군,금강고속,45027,240000095,양평터미널,240000076,항금리.문화마을,240000421,N,20230221
7273,양평군,금강고속,5,240000096,양평터미널,240000076,계림1리토물,237000018,N,20230221
7274,양평군,금강고속,45053,240000098,양평터미널,240000076,대신터미널,237000170,N,20230221
7275,양평군,금강고속,45054,240000099,양평터미널,240000076,대신터미널,237000170,N,20230221
7276,양평군,금강고속,45081,240000100,양평터미널,240000076,오빈리,240000263,N,20230221
7277,양평군,금강고속,45116,240000102,용문터미널,240001310,망미1리마을회관,240000976,N,20230221
7278,양평군,금강고속,45141,240000104,문호리종점,240000203,목왕리,240000297,N,20230221
7279,양평군,금강고속,45147,240000111,문호리종점,240000203,수입3리마을회관,240000484,N,20230221
7280,양평군,금강고속,44936,240000113,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7281,양평군,금강고속,44932,240000114,대신터미널,237000170,양평터미널,240000072,N,20230221
7282,양평군,금강고속,44937,240000115,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7283,양평군,금강고속,44938,240000116,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7284,양평군,금강고속,44939,240000117,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7285,양평군,금강고속,44961,240000118,용두리터미널,240000342,용문터미널,240001309,N,20230221
7286,양평군,금강고속,3,240000120,양평터미널,240000076,양수리두물머리,240000019,N,20230221
7287,양평군,금강고속,45021,240000121,양평터미널,240000076,수청1리,234000018,N,20230221
7288,양평군,금강고속,44969,240000122,양평터미널,240000076,용두리터미널,240000341,N,20230221
7289,양평군,금강고속,45089,240000124,양평터미널,240000076,용천3리종점,240001056,N,20230221
7290,양평군,금강고속,11,240000125,양평터미널,240000076,여주터미널,237000980,N,20230221
7291,양평군,금강고속,44956,240000126,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7292,양평군,금강고속,44957,240000127,양평터미널,240000076,여주터미널,237000980,N,20230221
7293,양평군,금강고속,1-41,240000128,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7294,양평군,금강고속,1-42,240000130,여주종합터미널,237001458,양평터미널,240000072,N,20230221
7398,오산시,오산교통,31,223000077,오산역환승센터2층(1승강장),223000539,세마역,223000345,N,20230221
7399,오산시,오산교통,111,223000082,오산교통차고지,223000407,화성중고등학교,233000924,N,20230221
7400,오산시,오산교통,8,223000099,오산교통갈곶영업소,223000542,서천마을3단지,228002065,Y,20230221
7401,오산시,오산교통,202,223000100,오산교통차고지,223000407,KT동수원지사,203000069,Y,20230221
7402,오산시,오산교통,9,223000105,오산역환승센터2층(1승강장),223000539,지곶동대림아파트,223000282,Y,20230221
7403,오산시,오산교통,32,223000107,외삼미동입구,223000380,오산역환승센터1층(1승강장),223000537,N,20230221
7404,오산시,오산교통,30,223000130,오산역환승센터2층(1승강장),223000539,원동수자인아파트,223000069,N,20230221
7405,오산시,오산교통,201,223000132,갈곶리삼거리(경유),277102407,푸르지오월드마크.차세대융합기술연구원,203000042,Y,20230221
7406,오산시,오산교통,34,223000136,오산역환승센터2층(1승강장),223000539,지곶동대림아파트,223000282,N,20230221
7407,오산시,오산교통,C1,223000140,오산교통갈곶영업소,223000542,세마역,223000346,Y,20230221
7408,오산시,오산교통,C2,223000145,오산대역후문,223000369,죽미마을입구,223000306,N,20230221
