순번,관할시군,운행업체명,노선번호,노선ID,기점,기점정류장ID,종점,종점정류장ID,저상버스운행유무,데이터기준일자
7409,오산시,오산교통,C3,223000146,원4동마을입구,223000414,지곶동대림아파트,223000282,N,20230221
7410,오산시,오산교통,C4,223000147,오산역환승센터2층(1승강장),223000539,오산역환승센터2층(1승강장),223000539,N,20230221
7411,오산시,대원고속,1550-1,234000324,한신대스쿨버스정류장,223000294,신논현역.영신빌딩,121000941,N,20230221
7412,오산시,경기고속,1311,234001251,한라.이림아파트,223000129,강남역도시에빛,121000937,N,20230221
7413,오산시,경기고속,1311B,234001691,한라.이림아파트,223000129,강남역도시에빛,121000937,N,20230221
7414,오산시,대원고속,1552,234001708,한신대스쿨버스정류장,223000294,신논현역.영신빌딩,121000941,N,20230221
7415,오산시,오산-우남여객,33,241358001,우남아파트후문,223000484,오산역환승센터1층(1승강장),223000537,N,20230221
7416,오산시,오산-우남여객,12055,241358002,부자부동산,223000107,오산역환승센터1층(1승강장),223000537,N,20230221
7417,오산시,오산-우남여객,99,241358003,지곶동대림아파트,223000282,오산대역,223000277,N,20230221
7418,오산시,오산-금암마을여객,100,241359003,신동아아파트1차,223000486,오산역환승센터1층(1승강장),223000537,N,20230221
7419,오산시,오산-한신운수,56,241363002,한신대학교,223000317,대림아파트서문,223000498,N,20230221
7420,오산시,오산-오산마을버스,53,241367001,계량골,223000446,오산역환승센터1층(1승강장),223000537,N,20230221
7421,오산시,오산-오산마을버스,88,241367002,LG전자,214002007,오산역환승센터1층(1승강장),223000537,N,20230221
7422,오산시,오산-오산교통,10,241489001,피오레아파트,223000445,오산역환승센터1층(1승강장),223000537,N,20230221
7423,오산시,오산-오산교통,500,241489002,국민은행(마을),223000491,아모레,223000312,N,20230221
7424,오산시,오산-오산교통,90,241489007,오산역환승센터2층(1승강장),223000539,만의사.마을회관,233000160,N,20230221
7425,오산시,오산-오산교통,45170,241489008,국민은행(마을),223000491,한신더휴,233001614,N,20230221
7426,오산시,오산-오산교통,7(학통등교),241489009,효성아파트정문,223000318,매홀중학교,223000172,N,20230221
7427,오산시,오산-오산교통,8(학통등교),241489010,늘푸른오스카빌,223000425,필봉초교.11.12단지.세교고,223000359,N,20230221
7428,오산시,오산-오산교통,9(학통등교),241489011,지곶동대림아파트,223000282,세마중고교,223000331,N,20230221
7429,오산시,오산-오산교통,11(학통등교),241489012,힐스테이트앞.소리울도서관,223000536,성호중고등학교,223000242,N,20230221
7430,오산시,오산-오산교통,11(학통하교),241489013,성호중고등학교,223000242,힐스테이트앞.소리울도서관,223000536,N,20230221
7431,오산시,오산-오산교통,12(학통등교),241489014,원동.동부삼환아파트,223000524,성호중고등학교,223000242,N,20230221
7432,오산시,오산-오산교통,30(학통등교),241489015,오산시티자이1.2단지,223000336,성호중고등학교,223000408,N,20230221
7433,오산시,오산-오산교통,30(학통하교),241489016,성호중고등학교,223000242,오산청호아파트후문,223000373,N,20230221
7434,오산시,오산-오산교통,202(학통하교),241489017,제일아파트.대호중학교,223000106,신동아아파트2차,223000243,N,20230221
7435,오산시,오산-오산교통,202(학통등교),241489018,한라.이림아파트,223000129,제일아파트.대호중학교,223000112,N,20230221
7436,오산시,오산-오산교통,7-1(학통등교),241489019,늘푸른오스카빌,223000424,원룸단지앞,233002005,N,20230221
7437,안양시,삼영운수,45139,208000010,차고지입구,208000236,인덕원센트럴자이아파트사거리,226000016,Y,20230221
7438,안양시,삼영운수,45140,208000011,석수동버스공영차고지(경유),277102421,고천.의왕시청,226000042,N,20230221
7439,안양시,삼영운수,88,208000012,차고지입구,208000236,한라2차아파트입구,225000140,Y,20230221
7440,안양시,삼영운수,6,208000013,차고지입구,208000236,벌말초교.한일나래,226000133,Y,20230221
7441,안양시,삼영운수,20,208000014,송부동행정복지센터.금강4단지,225000430,구로디지털단지역,120000146,N,20230221
7442,안양시,삼영운수,45048,208000015,월암공영차고지(경유),277102717,석수역,208000255,N,20230221
7443,안양시,삼영운수,5,208000016,월암공영차고지(경유),277102717,문래힐스테이트,118000353,N,20230221
7444,안양시,삼영운수,51,208000017,평촌차고지,209000076,구로디지털단지역(중),120000674,Y,20230221
7445,안양시,삼영운수,60,208000018,군포보건소,225000191,해오름공원.동편마을4단지후문,209000254,N,20230221
7446,안양시,삼영운수,9,208000019,차고지입구,208000236,사당역(중),121001315,Y,20230221
7447,안양시,삼영운수,45172,208000020,차고지입구,208000236,사당역4번출구,120000059,Y,20230221
7448,안양시,삼영운수,44928,208000021,석수동버스공영차고지(경유),277102421,한국철도기술연구원후문,226000184,Y,20230221
7449,안양시,삼영운수,44927,208000024,월암공영차고지(경유),277102717,사당역(중),121001315,N,20230221
7450,안양시,보영운수,10,208000025,창박골,208000027,의왕보건소.노인복지관.청소년수련관,226000090,Y,20230221
7451,안양시,보영운수,917,208000026,군포공영차고지,225000180,잠실종합운동장,123000065,N,20230221
7452,안양시,삼영운수,8,208000028,석수동버스공영차고지(경유),277102421,민들레베스파트.우성고,226000031,Y,20230221
7453,안양시,보영운수,22,208000029,금강1단지,225000425,덕장초교,226000171,N,20230221
7454,안양시,삼영운수,52,208000030,창박골,208000027,의왕보건소.노인복지관.청소년수련관,226000090,N,20230221
7455,안양시,보영운수,87,208000032,백운사입구,226000318,금정역,225000007,N,20230221
7456,안양시,보영운수,44941,208000033,효성아파트.종점,208000264,시외버스터미널.교보생명,208000158,N,20230221
7457,안양시,삼영운수,18994,208000035,금강1단지,225000425,부안중학교,209000233,N,20230221
7458,안양시,삼영운수,44931,208000036,월암공영차고지(경유),277102717,원터마을,226000199,N,20230221
7459,안양시,보영운수,83,208000038,숲속마을3.5단지,226000206,석수역,208000255,N,20230221
7460,안양시,삼영운수,21916,208000039,월암공영차고지(경유),277102717,동편마을2단지,209000252,N,20230221
7461,안양시,삼영운수,80,208000041,숲속마을3.5단지,226000206,석수하우스토리아파트,208000258,N,20230221
7462,안양시,삼영운수,M5333,208000063,평촌차고지(경유),277103100,잠실역1번.11번출구,123000045,N,20230221
7463,안양시,보영운수,55,208000065,금강1단지,225000425,금정역3번출구,225000195,N,20230221
7464,안양시,삼영운수,33,208000067,숲속마을3.5단지,226000206,롯데프리미엄아울렛타임빌라스,226000252,N,20230221
7465,안양시,화영운수,M5556,208000068,석수3동행정복지센터.코오롱하늘채아파트,208000108,사당역3번출구,121000166,N,20230221
7466,안양시,안양-편안운수,5,241245001,평촌차고지,209000076,관양고등학교,209000281,N,20230221
7467,안양시,안양-편안운수,1,241245002,박달과학화예비군훈련장,208508330,안양역,208000069,N,20230221
7468,안양시,안양-편안운수,45051,241245003,자유공원,209000183,관양고등학교,209000388,N,20230221
7469,안양시,안양-편안운수,45049,241245004,명학역,208000321,무궁화코오롱.건영아파트,209000087,N,20230221
7470,안양시,안양-편안운수,8,241245005,현대.대림아파트,209000026,동편마을2단지,209000252,N,20230221
7471,안양시,안양-편안운수,1,241245006,박달과학화예비군훈련장,208508330,석수역,208000255,N,20230221
7472,안양시,안양-편안운수,70,241245007,명학역,208000321,주공뜨란체아파트,208000347,N,20230221
7473,안양시,안양-동안운수,7,241247001,차고지(경유),277104354,힐스테이트비산파크뷰.비산사회복지관,209000346,N,20230221
7474,안양시,안양-동안운수,3,241247002,더포레스트힐.힐스테이트비산파크뷰.비산사회복지관,209000345,안양역후문,208000350,N,20230221
7475,안양시,안양-동안운수,44986,241247003,더포레스트힐.힐스테이트비산파크뷰.비산사회복지관,209000345,안양역,208000069,N,20230221
7476,안양시,안양-신안운수,9,241248001,신안초등학교.우성아파트,208000332,관악역,208000092,N,20230221
7477,안양시,안양-평촌교통,45047,241250001,양명고.양명여고.대우아파트,208000353,금강펜터리움IT타워,209000257,N,20230221
7478,안양시,안양-학운교통,6,241251001,한가람한양아파트,209000239,한가람한양아파트,209000239,N,20230221
7479,안양시,안양-학운교통,6,241251002,한가람한양아파트,209000294,한가람한양아파트,209000294,N,20230221
7480,안양시,안양-호계운수,45078,241252001,현대.대림아파트,209000026,평촌도서관,209000334,N,20230221
7481,안양시,안양-호계운수,45079,241252002,경인교육대,208000029,금정역,225000269,N,20230221
7482,안양시,안양-호계운수,45080,241252003,벽산아파트1단지정문,117505160,안양예술공원,208000033,N,20230221
7483,안양시,안양-호계운수,45082,241252004,금정역호계푸르지오아파트,209000393,안양농수산물시장,209000191,N,20230221
7484,안양시,안양-대성운수,2,241253001,안양예술공원종점.갈메산기도원입구,208000365,신성중학교.씨엘포레자이아파트,208000375,N,20230221
7485,안양시,안양-호계운수,44958,241253002,안양예술공원종점.갈메산기도원입구,208000365,법원검찰청.평촌역,209000098,N,20230221
7486,안양시,안양-만안교통,45200,241254001,평촌역,209000075,성원상떼빌,208000330,N,20230221
7295,양평군,금강고속,1-33,240000131,양평터미널,240000076,여주터미널,237000980,N,20230221
7296,양평군,금강고속,1-43,240000132,여주터미널,237000980,양평터미널,240000072,N,20230221
7297,양평군,금강고속,44944,240000133,대신터미널,237000169,도롱리종점,237000023,N,20230221
7298,양평군,금강고속,44945,240000134,대신터미널,237000170,양촌리종점,237000006,N,20230221
7299,양평군,금강고속,45007,240000135,양평터미널,240000076,문호리종점,240000035,N,20230221
7300,양평군,금강고속,45057,240000136,양평터미널,240000076,대신터미널,237000170,N,20230221
7301,양평군,금강고속,5-55,240000137,양평터미널,240000076,곡수삼거리,240001299,N,20230221
7302,양평군,금강고속,5-88,240000138,대신터미널,237000169,양평터미널,240000072,N,20230221
7303,양평군,금강고속,45191,240000139,문호리종점,240000035,서후2리종점,240000986,N,20230221
7304,양평군,금강고속,45005,240000140,양평터미널,240000076,문호리종점,240000035,N,20230221
7305,양평군,금강고속,8-33,240000141,문호리종점,240000203,목왕리,240000297,N,20230221
7306,양평군,금강고속,8-44,240000142,문호리종점,240000203,양수역,240000277,N,20230221
7307,양평군,금강고속,8-55,240000143,문호리종점,240000035,양수역,240000277,N,20230221
7308,양평군,금강고속,45189,240000144,문호리종점,240000035,서후2리종점,240000986,N,20230221
7309,양평군,금강고속,45199,240000145,문호리종점,240000035,정배리종점,240000303,N,20230221
7310,양평군,금강고속,30,240000146,양평터미널,240000076,교통병원입구,240000079,N,20230221
7311,양평군,금강고속,45052,240000147,양평터미널,240000076,곡수삼거리,240001299,N,20230221
7312,양평군,금강고속,44949,240000148,양평터미널,240000076,대신터미널,237000170,N,20230221
7313,양평군,금강고속,1-53,240000149,양평터미널,240000076,대신터미널,237000170,N,20230221
7314,양평군,금강고속,1-63,240000150,대신터미널,237000169,양평터미널,240000072,N,20230221
7315,양평군,금강고속,28157,240000151,용문터미널,240001310,월산3리취암마을회관,240000577,N,20230221
7316,양평군,금강고속,28307,240000152,용문터미널,240001309,화전2리마을회관,240000590,N,20230221
7317,양평군,금강고속,28338,240000153,용문터미널,240001310,용문산,240000628,N,20230221
7318,양평군,금강고속,44948,240000154,양동역,240001061,용문터미널,240001309,N,20230221
7319,양평군,금강고속,44979,240000155,양동역,240001061,단석3리회관,240000942,N,20230221
7320,양평군,금강고속,45007,240000156,양동역,240001061,계정1리.작두터골,240001134,N,20230221
