연도,지역,자치단체,세부사업명,예산현액,국비,시도비,시군구비,지출액,집행잔액
2025,전북,군산시,교통약자 이동편의 증진사업(저상버스 운영),420000000,0,84000000,336000000,420000000,0
2025,전북,군산시,저상버스 도입보조,2260000000,1130000000,565000000,565000000,2080000000,180000000
2025,전북,군산시,저상버스 승강장 시설개선 사업,105000000,0,31500000,73500000,98174400,6825600
2025,전북,익산시,저상버스 운영비 지원,310000000,0,62000000,248000000,310000000,0
2025,전북,익산시,저상버스도입 보조,2082000000,1041000000,520500000,520500000,1812000000,270000000
2025,전북,정읍시,전기저상버스 도입,1336000000,668000000,334000000,334000000,616000000,720000000
2025,전북,정읍시,전기저상버스도입(환경부),980000000,490000000,147000000,343000000,960260000,19740000
2025,전북,남원시,저상버스 도입,362000000,181000000,90500000,90500000,362000000,0
2025,전북,남원시,저상버스 운영비 지원,5000000,0,1000000,4000000,5000000,0
2025,전북,김제시,저상버스 도입보조(보조),270000000,135000000,67500000,67500000,270000000,0
2025,전북,김제시,저상버스 승강장 시설개선(보조),15000000,0,4500000,10500000,14250000,750000
2025,전북,김제시,저상버스 운영(보조),15000000,0,3000000,12000000,15000000,0
2025,전북,완주군,저상버스 도입 보조,450000000,225000000,112500000,112500000,450000000,0
2025,전북,진안군,저상버스 운영지원,10000000,0,2000000,8000000,10000000,0
2025,전북,무주군,저상버스 승강장 시설개선사업,15000000,0,4500000,10500000,15000000,0
2025,전북,순창군,저상버스 도입 지원,270000000,135000000,67500000,67500000,270000000,0
2025,전북,부안군,수소연료전지차 보급사업(저상버스),1950000000,1050000000,450000000,450000000,1950000000,0
2025,전북,부안군,저상버스 지원,700000000,225000000,122500000,352500000,700000000,0
2025,전남,본청,교통약자용 저상버스 구입,6426000000,4590000000,1836000000,0,6426000000,0
2025,전남,목포시,저상버스 도입 보조사업,2566000000,1232000000,571000000,763000000,2566000000,0
2025,전남,여수시,저상버스 구입비 지원,2004000000,1002000000,456000000,546000000,1452000000,552000000
2025,전남,순천시,교통약자용 저상버스 구입,1262000000,631000000,257000000,374000000,1262000000,0
2025,전남,나주시,저상버스 도입 지원사업(국토부),990000000,495000000,198000000,297000000,990000000,0
2025,전남,광양시,저상버스 구입 및 운영 지원,1372000000,548000000,256000000,568000000,1282000000,90000000
2025,전남,담양군,저상버스 구입 지원,603000000,315000000,126000000,162000000,540000000,63000000
2025,전남,곡성군,저상버스 도입 지원,753090000,270000000,108000000,375090000,753090000,0
2025,전남,구례군,저상버스 구입 지원,426480000,182000000,82000000,162480000,296060000,130420000
2025,전남,고흥군,저상버스 도입 지원,1115000000,455000000,230000000,430000000,893000000,222000000
2025,전남,보성군,저상버스(농어촌버스) 도입 지원사업(국비),484000000,180000000,72000000,232000000,484000000,0
2025,전남,화순군,저상버스 도입 지원,1071000000,630000000,252000000,189000000,630000000,441000000
2025,전남,강진군,저상버스 도입,90000000,45000000,18000000,27000000,0,90000000
2025,전남,영암군,저상버스 도입,90000000,45000000,18000000,27000000,0,90000000
2025,전남,함평군,2025년 저상버스 구입 지원사업,63000000,45000000,18000000,0,0,63000000
2025,전남,영광군,저상버스 도입지원,1228000000,460000000,230000000,538000000,1228000000,0
2025,경북,본청,교통약자를위한저상버스구입지원,8921250000,6862500000,2058750000,0,8921250000,0
2025,경북,포항시,교통약자를위한저상버스구입지원<보조>,90000000,45000000,13500000,31500000,90000000,0
2025,경북,포항시,교통약자이동편의증진지원(저상버스운영지원)<보조>,555000000,0,166500000,388500000,555000000,0
2025,경북,경주시,(국비)교통약자를 위한 저상버스 구입지원,1890000000,945000000,283500000,661500000,1890000000,0
2025,경북,경주시,(도비)저상버스운영비지원,135000000,0,40500000,94500000,135000000,0
2025,경북,김천시,저상버스 운영지원(보조),135000000,0,40500000,94500000,135000000,0
2025,경북,안동시,[국]저상버스 구입비 지원(전기),3040000000,855000000,256500000,1928500000,3040000000,0
2025,경북,안동시,[도]저상버스운영비지원,80000000,0,24000000,56000000,80000000,0
2025,경북,구미시,저상버스도입보조,3485000000,1665000000,546000000,1274000000,3485000000,0
2025,경북,영주시,(국)교통약자를 위한 저상버스 구입지원,410400000,135000000,40500000,234900000,410400000,0
2025,경북,영주시,(도)저상버스 운영비 지원,25000000,0,7500000,17500000,25000000,0
2025,경북,영천시,국)저상버스구입지원,2119440000,585000000,175500000,1358940000,2119440000,0
2025,경북,영천시,도)저상버스운영비지원,90000000,0,27000000,63000000,90000000,0
2025,경북,상주시,[국]교통약자를위한저상버스구입지원,810000000,405000000,121500000,283500000,810000000,0
2025,경북,상주시,[도]저상버스운영지원,55000000,0,16500000,38500000,55000000,0
2025,경북,문경시,[국비]교통약자를 위한 저상버스 구입 지원,1051740000,310000000,93000000,648740000,1051740000,0
2025,경북,문경시,[도비]저상버스 운영 지원,35000000,0,10500000,24500000,35000000,0
2025,경북,경산시,(국비보조)교통약자를 위한 저상버스 구입지원,1710000000,855000000,256500000,598500000,1710000000,0
2025,경북,경산시,(도비보조)저상버스 운영비 지원,220000000,0,66000000,154000000,220000000,0
2025,경북,청송군,저상버스 도입 지원사업,85000000,42500000,12750000,29750000,85000000,0
2025,경북,영덕군,저상버스 구입지원(국고보조),255000000,127500000,38250000,89250000,255000000,0
2025,경북,영덕군,저상버스 운영비 지원(도비보조),10000000,0,3000000,7000000,10000000,0
2025,경북,청도군,저상버스구입지원,90000000,45000000,13500000,31500000,90000000,0
2025,경북,고령군,교통약자를 위한 저상버스 지원,358000000,92000000,30600000,235400000,302400000,55600000
2025,경북,성주군,교통약자저상버스구입비지원,270000000,135000000,40500000,94500000,270000000,0
2025,경북,칠곡군,교통약자 저상버스 구입지원,720000000,360000000,108000000,252000000,540000000,180000000
2025,경북,칠곡군,교통약자 저상버스 운영지원,20000000,0,6000000,14000000,20000000,0
2025,경북,예천군,교통약자를 위한 저상버스 구입 지원,312356000,90000000,27000000,195356000,312356000,0
2025,경북,봉화군,교통약자를위한저상버스구입지원,450000000,135000000,40500000,274500000,450000000,0
2025,경북,울진군,교통약자를 위한 저상버스 구입지원,551820000,127500000,38250000,386070000,477546000,74274000
2025,경북,울진군,저상버스 운영지원,15000000,0,4500000,10500000,15000000,0
2025,경북,울릉군,저상버스 도입 지원사업,0,0,0,0,0,0
2025,경남,본청,저상버스 운영손실보상금 지원,140700000,0,140700000,0,130200000,10500000
2025,경남,진주시,저상버스 구입지원,3240000000,1620000000,810000000,810000000,3060000000,180000000
2025,경남,통영시,저상버스 도입보조,1255000000,627500000,313750000,313750000,1255000000,0
2025,경남,사천시,저상버스 구입 지원,456000000,228000000,114000000,114000000,456000000,0
2025,경남,김해시,저상버스  도입보조,2234000000,1117000000,558500000,558500000,1694000000,540000000
2025,경남,김해시,저상버스 운영손실 보조,210000000,0,63000000,147000000,201465740,8534260
2025,경남,밀양시,저상버스 구입보조,630000000,315000000,157500000,157500000,540000000,90000000
2025,경남,밀양시,저상버스 도입운영,42000000,0,12600000,29400000,42000000,0
2025,경남,거제시,저상버스 도입지원,1700827000,540000000,270000000,890827000,1699242520,1584480
2025,경남,양산시,저상버스 도입보조,1800000000,900000000,450000000,450000000,1800000000,0
2025,경남,양산시,저상버스 운영손실금 보조,119000000,0,35700000,83300000,119000000,0
2025,경남,함안군,저상버스 도입지원,180000000,90000000,45000000,45000000,180000000,0
2025,경남,창녕군,저상버스 구입지원,85000000,42500000,21250000,21250000,85000000,0
2025,경남,고성군,저상버스 구입 지원,425000000,212500000,106250000,106250000,425000000,0
2025,경남,남해군,저상버스 도입지원,368000000,184000000,92000000,92000000,360000000,8000000
2025,경남,하동군,농어촌버스(저상버스)구입,398000000,90000000,45000000,263000000,397394000,606000
2025,경남,거창군,저상 공영버스 구입,510000000,255000000,127500000,127500000,450000000,60000000
2025,제주,본청,저상버스 도입 지원,18096000000,4348000000,13748000000,0,17678190000,417810000
